Experiment	Z spectroscopy	
Saved Date	07.11.2019 11:25:53	
User		
X (m)	5.00196E-6	
Y (m)	-1.45144E-6	
Z (m)	-107.477E-9	
Z offset (m)	10E-9	
Z sweep distance (m)	30E-9	
Settling time (s)	200E-6	
Integration time (s)	100E-6	
Final Z (m)	N/A	
Start time	07.11.2019 11:25:46	
Filter type	None	
Order		
Cutoff frq		

[DATA]
Z rel (m)	Vert. Deflection (V)	OC D1 Phase (deg)	OC D1 Amplitude (m)	OC M1 Freq. Shift (Hz)	Vert. Deflection [bwd] (V)	OC D1 Phase [bwd] (deg)	OC D1 Amplitude [bwd] (m)	OC M1 Freq. Shift [bwd] (Hz)
-10.117646E-9	-177.37527E-3	-12.174930E+0	19.562412E-12	-55.403053E+0	-218.19204E-3	-34.464832E+0	26.598890E-12	-201.66908E+0
-10.235294E-9	-201.13575E-3	-44.490864E+0	11.846069E-12	-174.76160E+0	-249.53716E-3	-127.21549E+0	31.207176E-12	-218.05528E+0
-10.352941E-9	-206.20778E-3	53.530457E+0	25.352671E-12	-34.927410E+0	-289.38445E-3	63.318008E+0	14.764849E-12	-108.14275E+0
-10.470589E-9	-206.51652E-3	24.206217E+0	22.700357E-12	-122.05338E+0	-328.80098E-3	-105.51492E+0	27.993000E-12	-176.33560E+0
-10.588235E-9	-246.41876E-3	16.655653E+0	17.528489E-12	-127.08170E+0	-354.32333E-3	-21.583794E+0	22.620003E-12	-200.04657E+0
-10.705883E-9	-284.23819E-3	-76.936142E+0	15.563086E-12	-197.61757E+0	-383.19501E-3	6.3278699E+0	18.931677E-12	-132.49434E+0
-10.823530E-9	-306.31611E-3	9.7726345E+0	18.087760E-12	-170.13480E+0	-401.00965E-3	12.713768E+0	15.037829E-12	-164.77202E+0
-10.941176E-9	-331.26882E-3	66.904099E+0	19.561285E-12	-122.91344E+0	-410.18575E-3	-35.739933E+0	21.807148E-12	-187.20540E+0
-11.058824E-9	-369.11672E-3	36.913021E+0	13.220168E-12	-150.36752E+0	-429.66920E-3	-1.7028408E+0	20.262353E-12	-143.38167E+0
-11.176470E-9	-386.58649E-3	-64.704910E+0	17.357874E-12	-175.76947E+0	-450.85195E-3	-28.664772E+0	25.773252E-12	-142.92026E+0
-11.294119E-9	-403.93117E-3	110.20346E+0	13.808249E-12	-88.575233E+0	-473.12114E-3	-82.359299E+0	28.737743E-12	-229.37254E+0
-11.411765E-9	-443.67626E-3	-68.327927E+0	14.969559E-12	-144.13383E+0	-500.74869E-3	-89.336273E+0	20.578790E-12	-101.01991E+0
-11.529411E-9	-469.31913E-3	-15.072090E+0	19.101467E-12	-170.57884E+0	-536.28439E-3	-2.9014320E+0	10.758701E-12	-84.580513E+0
-11.647059E-9	-482.51852E-3	-109.71346E+0	15.783059E-12	-188.16370E+0	-564.29136E-3	-49.978420E+0	21.403756E-12	-87.270172E+0
-11.764706E-9	-489.86816E-3	-6.2120910E+0	20.706051E-12	-186.17155E+0	-569.92745E-3	-101.04875E+0	18.462414E-12	-124.81702E+0
-11.882354E-9	-512.30574E-3	38.673840E+0	16.919070E-12	-176.03394E+0	-599.05195E-3	-44.399021E+0	10.920509E-12	-62.798241E+0
-12.000000E-9	-533.90455E-3	-13.125574E+0	17.330753E-12	-158.27103E+0	-634.19342E-3	-8.5385237E+0	19.083079E-12	-126.10116E+0
-12.117646E-9	-559.71575E-3	-100.36608E+0	25.970460E-12	-177.15581E+0	-651.28934E-3	-79.644791E+0	19.855294E-12	-124.05046E+0
-12.235295E-9	-595.89893E-3	3.0068550E+0	28.054097E-12	-192.64777E+0	-659.18374E-3	-19.589712E+0	47.859945E-12	-177.80074E+0
-12.352941E-9	-610.39221E-3	143.26326E+0	10.194799E-12	-144.67870E+0	-681.42343E-3	-33.506222E+0	20.242098E-12	-117.80534E+0
-12.470589E-9	-626.23954E-3	-33.330280E+0	23.564563E-12	-212.94753E+0	-727.40221E-3	-41.770958E+0	21.215042E-12	-149.48711E+0
-12.588235E-9	-657.88931E-3	-56.925613E+0	22.294425E-12	-171.82367E+0	-753.64631E-3	-102.21721E+0	14.037512E-12	-179.98058E+0
-12.705882E-9	-694.40103E-3	-17.080513E+0	14.699740E-12	-139.41977E+0	-778.61631E-3	10.210990E+0	20.788544E-12	-123.74745E+0
-12.823530E-9	-725.50964E-3	-104.58650E+0	22.540232E-12	-155.49164E+0	-804.28165E-3	-5.2086568E+0	23.669006E-12	-131.96170E+0
-12.941176E-9	-743.49976E-3	-56.065304E+0	9.7448369E-12	-104.32253E+0	-823.26049E-3	-79.865456E+0	18.354228E-12	-191.84442E+0
-13.058824E-9	-767.88890E-3	-21.862867E+0	22.074044E-12	-177.19154E+0	-839.06960E-3	86.794533E-3	40.049283E-12	-192.22226E+0
-13.176471E-9	-800.15564E-3	25.288782E+0	8.1356978E-12	-136.87495E+0	-854.67786E-3	-64.425690E+0	28.107384E-12	-196.09709E+0
-13.294117E-9	-817.28971E-3	-127.95911E+0	21.209541E-12	-209.75783E+0	-884.06372E-3	-55.521843E+0	9.9706259E-12	-137.39935E+0
-13.411765E-9	-822.09933E-3	-20.634619E+0	15.293473E-12	-174.48218E+0	-911.23807E-3	27.788776E+0	16.573708E-12	-176.23514E+0
-13.529411E-9	-851.58789E-3	-125.79562E+0	12.136823E-12	-174.79182E+0	-943.34769E-3	-31.244095E+0	17.549668E-12	-158.87909E+0
-13.647059E-9	-887.82293E-3	-19.798229E+0	14.088066E-12	-171.34720E+0	-969.62786E-3	-41.901531E+0	21.696948E-12	-118.81807E+0
-13.764706E-9	-888.14902E-3	-46.941940E+0	20.042440E-12	-172.21397E+0	-983.24734E-3	-15.076110E+0	20.947778E-12	-170.10478E+0
-13.882352E-9	-905.21085E-3	11.295686E+0	16.912955E-12	-175.94270E+0	-1.0038300E+0	-63.239159E+0	23.365507E-12	-171.82892E+0
-14.000000E-9	-931.12642E-3	60.992836E+0	17.515871E-12	-108.63873E+0	-1.0374461E+0	8.5324888E+0	15.959001E-12	-179.93140E+0
-14.117647E-9	-956.37512E-3	12.802327E+0	21.254543E-12	-119.28475E+0	-1.0809036E+0	-76.804665E+0	24.133804E-12	-216.12863E+0
-14.235295E-9	-981.45044E-3	45.687458E+0	21.586892E-12	-169.94070E+0	-1.0986288E+0	-42.681072E+0	22.621238E-12	-183.14185E+0
-14.352941E-9	-1.0204158E+0	-24.599092E+0	24.157341E-12	-158.92918E+0	-1.1146519E+0	-51.243664E+0	25.506675E-12	-193.51791E+0
-14.470587E-9	-1.0596431E+0	-50.139446E+0	26.349870E-12	-190.88728E+0	-1.1418818E+0	59.976601E+0	19.824139E-12	-146.98430E+0
-14.588236E-9	-1.0863760E+0	79.639496E+0	19.416611E-12	-124.50797E+0	-1.1623046E+0	31.763678E+0	24.427850E-12	-180.09381E+0
-14.705882E-9	-1.1195928E+0	-31.828121E+0	24.204829E-12	-173.27513E+0	-1.1832556E+0	-18.931131E+0	18.220651E-12	-166.35120E+0
-14.823530E-9	-1.1435980E+0	26.244600E+0	26.338848E-12	-177.99155E+0	-1.2063975E+0	-81.720482E+0	22.450488E-12	-204.40688E+0
-14.941175E-9	-1.1486527E+0	-52.864689E+0	21.511029E-12	-207.60866E+0	-1.2419469E+0	50.187347E+0	20.173972E-12	-131.67831E+0
-15.058824E-9	-1.1631261E+0	-2.3234117E+0	9.4982008E-12	-108.97427E+0	-1.2638218E+0	43.683121E+0	21.652976E-12	-185.64456E+0
-15.176472E-9	-1.1955038E+0	-54.503979E+0	7.1274293E-12	-158.79964E+0	-1.2736390E+0	3.2267342E+0	13.943289E-12	-176.14340E+0
-15.294116E-9	-1.2207016E+0	11.789626E+0	11.724139E-12	-155.93761E+0	-1.2911515E+0	-25.347095E+0	21.739818E-12	-191.18549E+0
-15.411764E-9	-1.2336131E+0	-98.515862E+0	18.672265E-12	-195.25499E+0	-1.3150071E+0	-37.355663E+0	16.187414E-12	-172.40164E+0
-15.529412E-9	-1.2578980E+0	6.5259547E+0	23.454285E-12	-137.84201E+0	-1.3508667E+0	76.517448E+0	16.257967E-12	-154.00090E+0
-15.647061E-9	-1.2736872E+0	-60.000500E+0	15.492297E-12	-180.62994E+0	-1.3778350E+0	-63.570023E+0	12.707753E-12	-131.63382E+0
-15.764705E-9	-1.2866729E+0	28.363861E+0	18.157999E-12	-101.02489E+0	-1.4082662E+0	-79.277145E+0	21.532132E-12	-203.33667E+0
-15.882353E-9	-1.3083252E+0	20.211750E+0	29.381390E-12	-87.528656E+0	-1.4216237E+0	-78.039673E+0	18.947151E-12	-191.56149E+0
-16.000001E-9	-1.3382380E+0	57.624249E+0	12.831453E-12	-58.653866E+0	-1.4398794E+0	23.650616E+0	23.731609E-12	-44.466789E+0
-16.117646E-9	-1.3736283E+0	22.277697E+0	13.671690E-12	-119.39994E+0	-1.4637614E+0	24.463850E+0	16.684185E-12	-52.180420E+0
-16.235294E-9	-1.4061127E+0	-50.800079E+0	33.294666E-12	-115.28912E+0	-1.4774098E+0	-31.213593E+0	14.946006E-12	-183.46741E+0
-16.352942E-9	-1.4358678E+0	-10.466900E+0	16.351427E-12	-65.599182E+0	-1.5027577E+0	68.672523E+0	17.517160E-12	-122.10225E+0
-16.470587E-9	-1.4605830E+0	-55.489548E+0	8.9514203E-12	-145.62918E+0	-1.5376928E+0	-94.040688E+0	37.794306E-12	-244.17143E+0
-16.588235E-9	-1.4806569E+0	-26.668335E+0	23.872505E-12	-176.96370E+0	-1.5682216E+0	-16.326263E+0	34.893737E-12	-181.91223E+0
-16.705883E-9	-1.5080266E+0	-504.48608E-3	16.942411E-12	-94.585518E+0	-1.5838861E+0	-22.948816E+0	19.825634E-12	-156.82886E+0
-16.823531E-9	-1.5292699E+0	-89.777252E+0	13.937625E-12	-190.20036E+0	-1.6005763E+0	-105.73223E+0	23.885331E-12	-203.09480E+0
-16.941176E-9	-1.5470484E+0	21.222834E+0	12.711400E-12	-96.100998E+0	-1.6294271E+0	6.9666610E+0	20.773784E-12	-171.84778E+0
-17.058824E-9	-1.5627564E+0	-69.112213E+0	11.721356E-12	-189.75214E+0	-1.6489507E+0	-21.958229E+0	19.224832E-12	-76.880707E+0
-17.176472E-9	-1.6006185E+0	-33.792000E+0	12.882891E-12	-149.31096E+0	-1.6762446E+0	69.865685E+0	8.9782131E-12	-50.620205E+0
-17.294116E-9	-1.6391027E+0	59.575294E+0	25.684725E-12	-120.44359E+0	-1.7051474E+0	119.14058E+0	14.319742E-12	-63.952774E+0
-17.411764E-9	-1.6699916E+0	-86.024574E+0	28.422287E-12	-181.19572E+0	-1.7349544E+0	3.4923544E+0	36.145538E-12	-112.84272E+0
-17.529413E-9	-1.6901560E+0	29.413315E+0	25.928955E-12	-190.83427E+0	-1.7588837E+0	-6.0047960E+0	22.727634E-12	-151.02286E+0
-17.647057E-9	-1.7021729E+0	-58.278538E+0	12.437666E-12	-126.95465E+0	-1.7850978E+0	-72.669281E+0	22.245643E-12	-184.40593E+0
-17.764705E-9	-1.7168640E+0	18.041279E+0	19.531274E-12	-159.42477E+0	-1.8135961E+0	-10.324690E+0	18.634165E-12	-111.40333E+0
-17.882353E-9	-1.7230591E+0	-95.941261E+0	15.309427E-12	-202.25824E+0	-1.8254415E+0	60.542393E+0	19.146148E-12	-97.768021E+0
-18.000001E-9	-1.7569021E+0	-1.0728226E+0	15.517499E-12	-127.13039E+0	-1.8411158E+0	8.4666777E+0	16.585972E-12	-154.96518E+0
-18.117646E-9	-1.7962499E+0	-13.194934E+0	13.686761E-12	-153.89468E+0	-1.8729564E+0	41.380199E+0	19.206943E-12	-85.321617E+0
-18.235294E-9	-1.8341924E+0	-109.07241E+0	26.929653E-12	-232.41127E+0	-1.9020635E+0	-46.204575E+0	24.391525E-12	-180.92644E+0
-18.352942E-9	-1.8634466E+0	-73.776970E+0	13.794229E-12	-144.75797E+0	-1.9147563E+0	-2.5861256E+0	27.156024E-12	-217.18762E+0
-18.470587E-9	-1.8782984E+0	-80.869629E+0	31.016606E-12	-249.44531E+0	-1.9354782E+0	-10.161254E+0	18.627854E-12	-167.29803E+0
-18.588235E-9	-1.8913523E+0	-80.433327E+0	18.683943E-12	-191.10498E+0	-1.9715567E+0	42.826603E+0	19.957353E-12	-123.44897E+0
-18.705883E-9	-1.9035619E+0	-67.396873E+0	16.859125E-12	-190.01610E+0	-1.9897701E+0	-11.548329E+0	18.338522E-12	-157.48384E+0
-18.823531E-9	-1.9449687E+0	-31.527788E+0	12.538028E-12	-158.39427E+0	-1.9978954E+0	-57.773773E+0	14.267895E-12	-142.66248E+0
-18.941176E-9	-1.9726441E+0	-32.523819E+0	12.994641E-12	-132.65192E+0	-2.0139053E+0	-36.530735E+0	19.809921E-12	-188.94304E+0
-19.058824E-9	-1.9837651E+0	-1.2969271E+0	20.518968E-12	-176.05734E+0	-2.0456929E+0	12.590093E+0	11.080595E-12	-128.28435E+0
-19.176472E-9	-1.9994518E+0	-81.071442E+0	27.125501E-12	-237.26944E+0	-2.0718856E+0	-84.274681E+0	22.439120E-12	-214.94768E+0
-19.294117E-9	-2.0368953E+0	-12.009888E+0	23.989873E-12	-176.49358E+0	-2.0962667E+0	-55.959534E+0	22.931880E-12	-222.90857E+0
-19.411765E-9	-2.0713232E+0	-1.0738808E+0	15.066982E-12	-186.14980E+0	-2.1248841E+0	-33.869244E+0	24.079965E-12	-190.21280E+0
-19.529413E-9	-2.0835023E+0	-55.174084E+0	22.236827E-12	-146.26079E+0	-2.1445055E+0	-20.795834E+0	36.930688E-12	-204.10001E+0
-19.647057E-9	-2.1136363E+0	-53.046150E+0	18.340152E-12	-164.38528E+0	-2.1594794E+0	34.492073E+0	18.962179E-12	-169.20737E+0
-19.764705E-9	-2.1582413E+0	-45.851952E+0	21.796046E-12	-192.77725E+0	-2.1701579E+0	-20.983604E+0	22.323223E-12	-147.13957E+0
-19.882354E-9	-2.1763010E+0	-100.62349E+0	14.665167E-12	-187.92471E+0	-2.1805022E+0	-16.433529E+0	13.195370E-12	-142.50864E+0
-19.999998E-9	-2.1768045E+0	-34.130905E+0	17.912097E-12	-143.63571E+0	-2.1673584E+0	65.055077E+0	20.039886E-12	-125.17582E+0
