Experiment	bias spectroscopy	
Saved Date	07.11.2019 10:17:17	
User		
Date		
X (m)	4.74282E-6	
Y (m)	-1.38073E-6	
Z (m)	-10.7538E-9	
Z offset (m)	0E+0	
Settling time (s)	200E-6	
Integration time (s)	100E-6	
Z-Ctrl hold	TRUE	
Final Z (m)	N/A	
Start time	07.11.2019 10:16:48	
Filter type	None	
Order		
Cutoff frq		

[DATA]
Bias calc (V)	OC D1 Amplitude (m)	OC M1 Freq. Shift (Hz)	OC D1 Amplitude [bwd] (m)	OC M1 Freq. Shift [bwd] (Hz)
592.15701E-3	106.55064E-9	-31.129129E+0	106.85183E-9	-28.400309E+0
600.00014E-3	106.58147E-9	-28.893337E+0	106.83183E-9	-31.637249E+0
607.84328E-3	106.55526E-9	-30.921646E+0	106.83165E-9	-28.835875E+0
615.68642E-3	106.57563E-9	-29.421610E+0	106.82107E-9	-31.077353E+0
623.52955E-3	106.56500E-9	-32.248142E+0	106.83640E-9	-28.863552E+0
631.37269E-3	106.59151E-9	-27.727699E+0	106.79918E-9	-31.496408E+0
639.21583E-3	106.59652E-9	-31.946339E+0	106.81643E-9	-29.839808E+0
647.05896E-3	106.58751E-9	-29.295742E+0	106.79466E-9	-29.117088E+0
654.90210E-3	106.60667E-9	-31.355461E+0	106.81464E-9	-30.302694E+0
662.74524E-3	106.59549E-9	-28.816431E+0	106.78367E-9	-30.314688E+0
670.58837E-3	106.61976E-9	-30.710114E+0	106.78497E-9	-30.893919E+0
678.43151E-3	106.58949E-9	-30.951374E+0	106.77176E-9	-28.385550E+0
686.27465E-3	106.61999E-9	-28.611256E+0	106.77002E-9	-31.547087E+0
694.11778E-3	106.59615E-9	-31.481344E+0	106.75219E-9	-29.365084E+0
701.96092E-3	106.61771E-9	-29.748882E+0	106.72615E-9	-31.207413E+0
709.80406E-3	106.59519E-9	-32.073120E+0	106.73860E-9	-28.706362E+0
717.64719E-3	106.61068E-9	-28.019938E+0	106.70936E-9	-31.178236E+0
725.49033E-3	106.61152E-9	-32.545895E+0	106.70391E-9	-29.676361E+0
733.33347E-3	106.61935E-9	-29.766363E+0	106.66708E-9	-30.739952E+0
741.17661E-3	106.62412E-9	-31.363665E+0	106.70005E-9	-31.021023E+0
749.01974E-3	106.62259E-9	-28.629406E+0	106.68065E-9	-30.050220E+0
756.86288E-3	106.65682E-9	-31.610918E+0	106.68678E-9	-31.091482E+0
764.70602E-3	106.62564E-9	-30.464430E+0	106.67735E-9	-29.387815E+0
772.54915E-3	106.64448E-9	-30.289482E+0	106.69801E-9	-33.025959E+0
780.39229E-3	106.60643E-9	-31.347015E+0	106.69339E-9	-29.498337E+0
788.23543E-3	106.64838E-9	-29.735992E+0	106.69098E-9	-31.615185E+0
796.07856E-3	106.61950E-9	-32.399323E+0	106.70252E-9	-29.431393E+0
803.92170E-3	106.63177E-9	-28.958195E+0	106.68423E-9	-32.997364E+0
811.76484E-3	106.61131E-9	-33.918434E+0	106.70281E-9	-29.427961E+0
819.60797E-3	106.63135E-9	-29.098555E+0	106.66305E-9	-30.348251E+0
827.45111E-3	106.62951E-9	-32.204098E+0	106.67286E-9	-30.512440E+0
835.29425E-3	106.61088E-9	-29.836496E+0	106.64426E-9	-31.429741E+0
843.13738E-3	106.63774E-9	-32.636997E+0	106.67507E-9	-31.001802E+0
850.98052E-3	106.62749E-9	-30.220015E+0	106.64404E-9	-29.956877E+0
858.82366E-3	106.64454E-9	-30.550695E+0	106.64916E-9	-33.011894E+0
866.66679E-3	106.61037E-9	-31.663721E+0	106.64514E-9	-29.590612E+0
874.50993E-3	106.64797E-9	-31.040688E+0	106.64596E-9	-33.127502E+0
882.35307E-3	106.62350E-9	-32.232071E+0	106.64853E-9	-30.083073E+0
890.19620E-3	106.65030E-9	-29.605610E+0	106.62157E-9	-33.500332E+0
898.03934E-3	106.61625E-9	-34.119785E+0	106.63816E-9	-29.443785E+0
905.88248E-3	106.64154E-9	-29.870806E+0	106.61674E-9	-32.425346E+0
913.72561E-3	106.63013E-9	-33.571239E+0	106.63527E-9	-31.708731E+0
921.56875E-3	106.61385E-9	-30.192505E+0	106.60246E-9	-32.091805E+0
929.41189E-3	106.62382E-9	-33.796734E+0	106.64042E-9	-30.946714E+0
937.25502E-3	106.60694E-9	-30.341522E+0	106.62365E-9	-31.174644E+0
945.09816E-3	106.63012E-9	-32.299213E+0	106.64280E-9	-33.886971E+0
952.94130E-3	106.59829E-9	-32.425640E+0	106.61962E-9	-30.483850E+0
960.78444E-3	106.62404E-9	-31.260586E+0	106.64213E-9	-33.640347E+0
968.62757E-3	106.60829E-9	-31.631731E+0	106.65073E-9	-30.548784E+0
976.47071E-3	106.64375E-9	-31.074884E+0	106.64018E-9	-34.883045E+0
984.31385E-3	106.62285E-9	-33.991501E+0	106.64638E-9	-30.088551E+0
992.15698E-3	106.64434E-9	-30.351744E+0	106.63097E-9	-34.075378E+0
1.0000000E+0	106.63224E-9	-33.425968E+0	106.65039E-9	-31.405233E+0
